,期数,红球号码_1,红球号码_2,红球号码_3,红球号码_4,红球号码_5,红球号码_6,红球号码_7,红球号码_8,红球号码_9,红球号码_10,红球号码_11,红球号码_12,红球号码_13
13092,20220316111,1,4,4,1,16,14,12,12,14,14,10,14,11
13093,20220316110,4,4,4,3,15,13,12,11,15,12,13,9,7
13094,20220316109,4,4,4,3,15,14,11,13,15,14,11,13,11
13095,20220316108,1,4,4,3,15,10,15,5,15,10,15,5,4
13096,20220316107,2,4,4,2,12,12,10,12,18,15,13,12,11
13097,20220316106,4,4,4,3,15,11,14,7,15,14,11,13,10
13098,20220316105,1,4,4,3,15,12,13,9,15,12,13,9,4
13099,20220316104,2,4,4,2,13,13,10,13,17,15,12,13,11
13100,20220316103,4,4,4,1,17,12,15,7,13,12,11,11,2
13101,20220316102,1,1,4,1,17,16,11,15,13,12,11,11,8
13102,20220316101,1,4,4,2,14,12,12,10,16,11,15,6,6
13103,20220316100,2,4,4,2,13,11,12,9,17,14,13,11,10
13104,20220316099,1,1,4,1,17,12,15,7,13,12,11,11,2
13105,20220316098,1,4,4,1,16,15,11,14,14,12,12,10,9
13106,20220316097,4,4,4,3,15,13,12,11,15,12,13,9,7
13107,20220316096,1,4,4,3,15,11,14,7,15,11,14,7,4
13108,20220316095,2,4,4,2,14,11,13,8,16,12,14,8,4
13109,20220316094,4,4,4,3,15,12,13,9,15,13,12,11,10
13110,20220316093,1,4,4,3,15,13,12,11,15,13,12,11,11
13111,20220316092,2,4,4,2,13,12,11,11,17,14,13,11,11
13112,20220316091,1,4,4,1,17,12,15,7,13,12,11,11,2
13113,20220316090,2,2,4,2,13,11,12,9,17,11,16,5,4
13114,20220316089,2,4,4,2,14,10,14,6,16,13,13,10,3
13115,20220316088,1,1,4,1,16,11,15,6,14,11,13,8,1
13116,20220316087,1,4,4,3,15,14,11,13,15,13,12,11,8
13117,20220316086,2,4,4,2,14,11,13,8,16,12,14,8,4
13118,20220316085,1,1,4,1,16,13,13,10,14,13,11,12,12
13119,20220316084,1,4,4,3,15,12,13,9,15,11,14,7,4
13120,20220316083,2,4,4,2,14,12,12,10,16,13,13,10,13
13121,20220316082,1,4,4,3,15,11,14,7,15,12,13,9,1
13122,20220316081,2,4,4,2,14,12,12,10,16,13,13,10,13
13123,20220316080,1,4,4,1,16,13,13,10,14,13,11,12,12
13124,20220316079,2,4,4,2,14,12,12,10,16,12,14,8,6
13125,20220316078,1,4,4,1,18,12,16,6,12,10,12,8,1
13126,20220316077,2,4,4,3,15,14,11,13,15,11,14,7,7
13127,20220316076,1,1,4,1,17,13,14,9,13,11,12,9,4
13128,20220316075,1,4,4,2,14,12,12,10,16,11,15,6,6
13129,20220316074,2,4,4,2,13,11,12,9,17,14,13,11,10
13130,20220316073,1,4,4,1,17,13,14,9,13,13,10,13,10
13131,20220316072,2,4,4,1,16,13,13,10,14,10,14,6,6
13132,20220316071,1,4,4,1,17,14,13,11,13,11,12,9,7
13133,20220316070,4,4,4,3,15,13,12,11,15,11,14,7,5
13134,20220316069,2,4,4,3,15,12,13,9,15,12,13,9,4
13135,20220316068,1,1,1,1,17,14,13,11,13,12,11,11,11
13136,20220316067,1,1,4,1,16,15,11,14,14,12,12,10,9
13137,20220316066,1,4,4,3,15,13,12,11,15,12,13,9,7
13138,20220316065,4,4,4,2,13,11,12,9,17,13,14,9,4
13139,20220316064,2,2,2,2,13,11,12,9,17,15,12,13,10
13140,20220316063,2,2,4,3,15,11,14,7,15,13,12,11,2
13141,20220316062,2,4,4,1,16,13,13,10,14,12,12,10,13
13142,20220316061,1,1,4,1,17,16,11,15,13,13,10,13,8
13143,20220316060,1,4,4,3,15,14,11,13,15,12,13,9,7
13144,20220316059,2,4,4,2,14,11,13,8,16,12,14,8,4
13145,20220316058,1,4,4,1,20,14,16,8,10,10,10,10,3
13146,20220316057,4,4,4,2,13,13,10,13,17,10,17,3,5
13147,20220316056,2,2,4,2,13,11,12,9,17,15,12,13,10
13148,20220316055,2,4,4,3,15,12,13,9,15,14,11,13,10
13149,20220316054,1,4,4,1,16,13,13,10,14,12,12,10,13
13150,20220316053,2,2,2,2,13,12,11,11,17,13,14,9,7
13151,20220316052,2,2,2,2,14,12,12,10,16,15,11,14,12
13152,20220316051,2,2,4,3,15,11,14,7,15,12,13,9,1
13153,20220316050,2,4,4,1,17,14,13,11,13,12,11,11,11
13154,20220316049,1,4,4,1,18,17,11,16,12,12,10,12,8
13155,20220316048,2,2,4,2,13,13,10,13,17,12,15,7,7
13156,20220316047,2,4,4,2,14,11,13,8,16,14,12,12,10
13157,20220316046,1,4,4,3,15,12,13,9,15,13,12,11,10
13158,20220316045,2,4,4,2,14,11,13,8,16,12,14,8,4
13159,20220316044,1,4,4,1,16,13,13,10,14,13,11,12,12
13160,20220316043,2,4,4,3,15,14,11,13,15,13,12,11,8
13161,20220316042,4,4,4,1,16,13,13,10,14,12,12,10,13
13162,20220316041,1,4,4,1,16,14,12,12,14,12,12,10,9
13163,20220316040,2,4,4,2,13,11,12,9,17,12,15,7,4
13164,20220316039,1,4,4,3,15,13,12,11,15,15,10,15,11
13165,20220316038,2,4,4,2,13,12,11,11,17,14,13,11,11
13166,20220316037,4,4,4,3,15,11,14,7,15,13,12,11,2
13167,20220316036,4,4,4,3,15,13,12,11,15,13,12,11,11
13168,20220316035,2,4,4,3,15,13,12,11,15,13,12,11,11
13169,20220316034,1,4,4,1,17,13,14,9,13,11,12,9,4
13170,20220316033,2,4,4,3,15,14,11,13,15,12,13,9,7
13171,20220316032,1,4,4,1,16,13,13,10,14,12,12,10,13
13172,20220316031,2,4,4,2,14,14,10,14,16,14,12,12,8
13173,20220316030,1,4,4,1,17,11,16,5,13,10,13,7,1
13174,20220316029,2,4,4,2,14,13,11,12,16,12,14,8,7
13175,20220316028,1,4,4,3,15,13,12,11,15,14,11,13,11
13176,20220316027,2,4,4,2,13,11,12,9,17,13,14,9,4
13177,20220316026,1,4,4,1,19,13,16,7,11,11,10,11,2
13178,20220316025,2,4,4,2,11,11,10,11,19,11,18,3,5
13179,20220316024,4,4,4,1,16,11,15,6,14,14,10,14,10
13180,20220316023,1,1,4,1,16,13,13,10,14,11,13,8,6
13181,20220316022,1,4,4,3,15,13,12,11,15,12,13,9,7
13182,20220316021,2,4,4,2,14,12,12,10,16,13,13,10,13
13183,20220316020,1,1,4,1,16,12,14,8,14,12,12,10,3
13184,20220316019,1,4,4,2,14,14,10,14,16,14,12,12,8
13185,20220316018,2,4,4,2,13,11,12,9,17,14,13,11,10
13186,20220316017,4,4,4,2,14,11,13,8,16,14,12,12,10
13187,20220316016,4,4,4,2,14,11,13,8,16,13,13,10,3
13188,20220316015,2,4,4,2,14,11,13,8,16,13,13,10,3
13189,20220316014,1,4,4,1,16,14,12,12,14,14,10,14,11
13190,20220316013,2,2,4,2,13,13,10,13,17,14,13,11,8
13191,20220316012,2,4,4,2,14,12,12,10,16,15,11,14,12
13192,20220316011,1,4,4,3,15,13,12,11,15,14,11,13,11
13193,20220316010,2,4,4,2,14,12,12,10,16,13,13,10,13
13194,20220316009,1,4,4,1,17,14,13,11,13,13,10,13,11
13195,20220316008,4,4,4,2,14,13,11,12,16,12,14,8,7
13196,20220316007,2,2,4,2,14,12,12,10,16,14,12,12,12
13197,20220316006,2,4,4,3,15,12,13,9,15,13,12,11,10
13198,20220316005,1,4,4,1,17,13,14,9,13,11,12,9,4
13199,20220316004,2,4,4,2,14,13,11,12,16,12,14,8,7
13200,20220317179,2,2,4,3,15,12,13,9,15,14,11,13,10
13201,20220317178,2,4,4,1,17,13,14,9,13,11,12,9,4
13202,20220317177,1,1,4,1,18,15,13,12,12,10,12,8,7
13203,20220317176,1,4,4,2,14,13,11,12,16,11,15,6,5
13204,20220317175,2,4,4,2,13,13,10,13,17,16,11,15,11
13205,20220317174,1,4,4,3,15,11,14,7,15,13,12,11,2
13206,20220317173,2,2,4,2,10,10,10,10,20,15,15,10,13
13207,20220317172,2,4,4,3,15,10,15,5,15,15,10,15,10
13208,20220317171,1,4,4,1,16,12,14,8,14,11,13,8,4
13209,20220317170,2,2,4,2,12,12,10,12,18,14,14,10,9
13210,20220317169,2,4,4,3,15,11,14,7,15,14,11,13,10
13211,20220317168,1,4,4,1,18,15,13,12,12,12,10,12,11
13212,20220317167,2,2,4,2,14,13,11,12,16,11,15,6,5
13213,20220317166,2,4,4,3,15,12,13,9,15,13,12,11,10
13214,20220317165,1,4,4,1,18,14,14,10,12,11,11,10,13
13215,20220317164,4,4,4,3,15,13,12,11,15,10,15,5,5
13216,20220317163,2,4,4,3,15,13,12,11,15,13,12,11,11
13217,20220317162,4,4,4,1,18,15,13,12,12,12,10,12,11
13218,20220317161,1,1,4,1,18,16,12,14,12,10,12,8,7
13219,20220317160,1,4,4,1,16,15,11,14,14,11,13,8,7
13220,20220317159,2,4,4,2,14,13,11,12,16,13,13,10,9
13221,20220317158,1,4,4,3,15,12,13,9,15,13,12,11,10
13222,20220317157,2,4,4,2,13,11,12,9,17,13,14,9,4
13223,20220317156,4,4,4,3,15,11,14,7,15,13,12,11,2
13224,20220317155,1,4,4,3,15,11,14,7,15,11,14,7,4
13225,20220317154,2,4,4,2,13,11,12,9,17,13,14,9,4
13226,20220317153,4,4,4,2,14,11,13,8,16,14,12,12,10
13227,20220317152,1,4,4,2,14,12,12,10,16,14,12,12,12
13228,20220317151,4,4,4,2,13,12,11,11,17,15,12,13,11
13229,20220317150,2,4,4,2,13,11,12,9,17,15,12,13,10
13230,20220317149,4,4,4,3,15,11,14,7,15,13,12,11,2
13231,20220317148,4,4,4,3,15,12,13,9,15,12,13,9,4
13232,20220317147,1,4,4,3,15,12,13,9,15,12,13,9,4
13233,20220317146,2,4,4,2,14,13,11,12,16,14,12,12,11
13234,20220317145,1,4,4,1,17,12,15,7,13,11,12,9,1
13235,20220317144,2,4,4,1,16,13,13,10,14,10,14,6,6
13236,20220317143,1,1,4,1,17,13,14,9,13,10,13,7,4
13237,20220317142,1,4,4,1,16,16,10,16,14,13,11,12,8
13238,20220317141,2,4,4,2,14,12,12,10,16,12,14,8,6
13239,20220317140,1,1,4,1,19,14,15,9,11,11,10,11,10
13240,20220317139,1,4,4,3,15,14,11,13,15,10,15,5,5
13241,20220317138,2,4,4,2,14,12,12,10,16,13,13,10,13
13242,20220317137,1,1,4,1,17,14,13,11,13,13,10,13,11
13243,20220317136,1,4,4,1,16,15,11,14,14,12,12,10,9
13244,20220317135,2,2,4,2,13,11,12,9,17,12,15,7,4
13245,20220317134,2,4,4,3,15,10,15,5,15,12,13,9,1
13246,20220317133,1,1,4,1,17,13,14,9,13,11,12,9,4
13247,20220317132,1,4,4,1,16,15,11,14,14,12,12,10,9
13248,20220317131,2,2,4,2,14,12,12,10,16,12,14,8,6
13249,20220317130,2,4,4,3,15,10,15,5,15,11,14,7,1
13250,20220317129,1,1,4,1,18,14,14,10,12,11,11,10,13
13251,20220317128,1,4,4,1,17,15,12,13,13,10,13,7,7
13252,20220317127,2,4,4,2,13,11,12,9,17,11,16,5,4
13253,20220317126,1,1,1,1,17,13,14,9,13,13,10,13,10
13254,20220317125,1,1,4,1,16,13,13,10,14,10,14,6,6
13255,20220317124,1,4,4,2,14,12,12,10,16,12,14,8,6
13256,20220317123,2,4,4,2,12,11,11,10,18,15,13,12,12
13257,20220317122,1,4,4,2,14,12,12,10,16,16,10,16,12
13258,20220317121,2,4,4,2,12,10,12,8,18,14,14,10,3
13259,20220317120,1,4,4,1,16,10,16,4,14,12,12,10,3
13260,20220317119,2,2,4,2,14,11,13,8,16,11,15,6,4
13261,20220317118,2,4,4,3,15,12,13,9,15,13,12,11,10
13262,20220317117,1,4,4,1,16,13,13,10,14,12,12,10,13
13263,20220317116,2,4,4,2,14,12,12,10,16,12,14,8,6
13264,20220317115,1,4,4,3,15,12,13,9,15,13,12,11,10
13265,20220317114,2,2,4,2,13,12,11,11,17,14,13,11,11
13266,20220317113,2,4,4,1,16,11,15,6,14,12,12,10,3
13267,20220317112,1,1,4,1,17,15,12,13,13,12,11,11,8
13268,20220317111,1,4,4,2,14,13,11,12,16,12,14,8,7
13269,20220317110,4,4,4,2,13,12,11,11,17,15,12,13,11
13270,20220317109,1,4,4,2,13,11,12,9,17,15,12,13,10
13271,20220317108,2,4,4,2,11,10,11,9,19,16,13,13,10
13272,20220317107,1,1,4,1,16,10,16,4,14,13,11,12,2
13273,20220317106,1,4,4,2,14,13,11,12,16,13,13,10,9
13274,20220317105,2,4,4,2,13,11,12,9,17,14,13,11,10
13275,20220317104,1,1,4,1,18,13,15,8,12,12,10,12,10
13276,20220317103,1,4,4,1,16,14,12,12,14,10,14,6,5
13277,20220317102,2,4,4,2,14,12,12,10,16,12,14,8,6
13278,20220317101,1,1,4,1,16,11,15,6,14,11,13,8,1
13279,20220317100,1,4,4,3,15,12,13,9,15,11,14,7,4
13280,20220317099,2,4,4,2,14,11,13,8,16,12,14,8,4
13281,20220317098,1,4,4,1,17,14,13,11,13,13,10,13,11
13282,20220317097,2,4,4,2,13,12,11,11,17,12,15,7,5
13283,20220317096,1,4,4,3,15,11,14,7,15,13,12,11,2
13284,20220317095,2,4,4,2,13,12,11,11,17,14,13,11,11
13285,20220317094,1,4,4,1,16,11,15,6,14,12,12,10,3
13286,20220317093,4,4,4,3,15,12,13,9,15,11,14,7,4
13287,20220317092,4,4,4,3,15,12,13,9,15,12,13,9,4
13288,20220317091,1,4,4,3,15,14,11,13,15,14,11,13,11
13289,20220317090,2,4,4,2,14,11,13,8,16,12,14,8,4
13290,20220317089,1,4,4,1,16,13,13,10,14,13,11,12,12
13291,20220317088,2,4,4,3,15,13,12,11,15,12,13,9,7
13292,20220317087,1,4,4,1,17,13,14,9,13,11,12,9,4
13293,20220317086,4,4,4,3,15,13,12,11,15,11,14,7,5
13294,20220317085,1,4,4,3,15,13,12,11,15,13,12,11,11
13295,20220317084,4,4,4,2,13,11,12,9,17,13,14,9,4
13296,20220317083,2,4,4,2,13,12,11,11,17,16,11,15,11
13297,20220317082,1,1,4,1,17,13,14,9,13,13,10,13,10
13298,20220317081,1,4,4,3,15,14,11,13,15,12,13,9,7
13299,20220317080,2,4,4,2,13,10,13,7,17,12,15,7,4
13300,20220317079,4,4,4,3,15,11,14,7,15,13,12,11,2
13301,20220317078,2,4,4,3,15,13,12,11,15,13,12,11,11
13302,20220317077,1,4,4,1,17,15,12,13,13,13,10,13,11
13303,20220317076,2,4,4,2,14,12,12,10,16,11,15,6,6
13304,20220317075,1,4,4,1,16,13,13,10,14,13,11,12,12
13305,20220317074,4,4,4,3,15,12,13,9,15,11,14,7,4
13306,20220317073,4,4,4,3,15,12,13,9,15,12,13,9,4
13307,20220317072,1,4,4,3,15,11,14,7,15,11,14,7,4
13308,20220317071,2,2,4,2,13,12,11,11,17,14,13,11,11
13309,20220317070,2,4,4,3,15,13,12,11,15,15,10,15,11
13310,20220317069,1,4,4,1,16,13,13,10,14,12,12,10,13
13311,20220317068,4,4,4,3,15,14,11,13,15,13,12,11,8
13312,20220317067,1,4,4,3,15,12,13,9,15,12,13,9,4
13313,20220317066,2,4,4,2,14,13,11,12,16,14,12,12,11
13314,20220317065,1,4,4,3,15,10,15,5,15,11,14,7,1
13315,20220317064,2,2,4,2,12,11,11,10,18,14,14,10,13
13316,20220317063,2,4,4,1,16,12,14,8,14,14,10,14,10
13317,20220317062,1,4,4,1,17,14,13,11,13,11,12,9,7
13318,20220317061,2,4,4,2,12,12,10,12,18,13,15,8,7
13319,20220317060,1,4,4,1,16,12,14,8,14,14,10,14,10
13320,20220317059,4,4,4,3,15,13,12,11,15,12,13,9,7
13321,20220317058,2,4,4,3,15,14,11,13,15,14,11,13,11
13322,20220317057,1,4,4,1,19,15,14,11,11,11,10,11,11
13323,20220317056,4,4,4,1,17,17,10,17,13,11,12,9,7
13324,20220317055,4,4,4,1,17,16,11,15,13,12,11,11,8
13325,20220317054,1,1,4,1,17,15,12,13,13,11,12,9,7
13326,20220317053,1,4,4,1,16,15,11,14,14,12,12,10,9
13327,20220317052,2,4,4,2,13,13,10,13,17,14,13,11,8
13328,20220317051,1,1,4,1,19,12,17,5,11,10,11,9,1
13329,20220317050,1,4,4,1,16,15,11,14,14,10,14,6,7
13330,20220317049,2,4,4,2,14,12,12,10,16,12,14,8,6
13331,20220317048,1,1,4,1,18,13,15,8,12,11,11,10,3
13332,20220317047,1,4,4,1,16,15,11,14,14,11,13,8,7
13333,20220317046,2,4,4,2,14,14,10,14,16,14,12,12,8
13334,20220317045,1,4,4,1,16,13,13,10,14,13,11,12,12
13335,20220317044,2,4,4,2,13,11,12,9,17,12,15,7,4
13336,20220317043,1,4,4,3,15,10,15,5,15,12,13,9,1
13337,20220317042,2,2,4,2,13,11,12,9,17,13,14,9,4
13338,20220317041,2,4,4,1,16,11,15,6,14,12,12,10,3
13339,20220317040,1,1,4,1,17,14,13,11,13,11,12,9,7
13340,20220317039,1,4,4,3,15,12,13,9,15,10,15,5,4
13341,20220317038,2,4,4,2,14,12,12,10,16,13,13,10,13
13342,20220317037,1,1,4,1,16,12,14,8,14,12,12,10,3
13343,20220317036,1,4,4,3,15,13,12,11,15,12,13,9,7
13344,20220317035,2,2,4,2,13,12,11,11,17,14,13,11,11
13345,20220317034,2,4,4,2,14,11,13,8,16,14,12,12,10
13346,20220317033,1,1,4,1,17,13,14,9,13,12,11,11,10
13347,20220317032,1,4,4,3,15,13,12,11,15,11,14,7,5
13348,20220317031,2,2,4,2,14,13,11,12,16,14,12,12,11
13349,20220317030,2,4,4,3,15,11,14,7,15,12,13,9,1
13350,20220317029,1,4,4,1,16,13,13,10,14,12,12,10,13
13351,20220317028,4,4,4,3,15,14,11,13,15,13,12,11,8
13352,20220317027,2,4,4,3,15,13,12,11,15,13,12,11,11
13353,20220317026,1,4,4,1,17,13,14,9,13,11,12,9,4
13354,20220317025,2,2,4,2,13,12,11,11,17,12,15,7,5
13355,20220317024,2,4,4,2,14,11,13,8,16,14,12,12,10
13356,20220317023,1,4,4,1,17,13,14,9,13,12,11,11,10
13357,20220317022,2,2,4,2,12,11,11,10,18,12,16,6,6
13358,20220317021,2,4,4,2,13,11,12,9,17,16,11,15,10
13359,20220317020,1,4,4,1,16,11,15,6,14,12,12,10,3
13360,20220317019,2,4,4,2,13,11,12,9,17,12,15,7,4
13361,20220317018,4,4,4,2,14,10,14,6,16,13,13,10,3
13362,20220317017,2,2,4,2,14,12,12,10,16,14,12,12,12
13363,20220317016,2,4,4,1,16,13,13,10,14,13,11,12,12
13364,20220317015,1,4,4,1,17,13,14,9,13,10,13,7,4
13365,20220317014,4,4,4,3,15,14,11,13,15,12,13,9,7
13366,20220317013,2,4,4,3,15,13,12,11,15,13,12,11,11
13367,20220317012,1,4,4,1,16,13,13,10,14,12,12,10,13
13368,20220317011,2,4,4,2,13,12,11,11,17,13,14,9,7
13369,20220317010,1,4,4,3,15,12,13,9,15,14,11,13,10
13370,20220317009,2,2,2,2,13,12,11,11,17,14,13,11,11
13371,20220317008,2,2,4,3,15,11,14,7,15,13,12,11,2
13372,20220317007,2,4,4,1,16,13,13,10,14,12,12,10,13
13373,20220317006,1,4,4,1,17,15,12,13,13,12,11,11,8
13374,20220317005,2,4,4,2,12,12,10,12,18,13,15,8,7
13375,20220317004,4,4,4,2,13,11,12,9,17,16,11,15,10
13376,20220318179,1,4,4,1,18,16,12,14,12,11,11,10,9
13377,20220318178,2,4,4,1,16,15,11,14,14,11,13,8,7
13378,20220318177,1,4,4,1,17,14,13,11,13,11,12,9,7
13379,20220318176,2,4,4,2,14,13,11,12,16,12,14,8,7
13380,20220318175,1,1,1,1,19,14,15,9,11,11,10,11,10
13381,20220318174,1,1,4,1,18,17,11,16,12,10,12,8,7
13382,20220318173,1,4,4,1,16,15,11,14,14,11,13,8,7
13383,20220318172,4,4,4,3,15,11,14,7,15,10,15,5,4
13384,20220318171,1,1,4,3,15,11,14,7,15,11,14,7,4
13385,20220318170,1,4,4,2,14,12,12,10,16,13,13,10,13
13386,20220318169,4,4,4,2,13,12,11,11,17,15,12,13,11
13387,20220318168,2,2,2,2,13,10,13,7,17,14,13,11,2
13388,20220318167,2,2,4,2,14,11,13,8,16,14,12,12,10
13389,20220318166,2,4,4,3,15,13,12,11,15,14,11,13,11
13390,20220318165,1,4,4,1,17,13,14,9,13,11,12,9,4
13391,20220318164,4,4,4,2,14,13,11,12,16,12,14,8,7
13392,20220318163,2,4,4,2,14,12,12,10,16,14,12,12,12
13393,20220318162,1,4,4,1,16,11,15,6,14,11,13,8,1
13394,20220318161,2,4,4,2,14,13,11,12,16,13,13,10,9
13395,20220318160,1,4,4,1,18,13,15,8,12,11,11,10,3
13396,20220318159,2,4,4,2,14,13,11,12,16,11,15,6,5
13397,20220318158,1,4,4,1,17,12,15,7,13,11,12,9,1
13398,20220318157,2,2,4,2,14,14,10,14,16,13,13,10,9
13399,20220318156,2,4,4,3,15,12,13,9,15,13,12,11,10
13400,20220318155,1,4,4,1,16,13,13,10,14,12,12,10,13
13401,20220318154,2,4,4,2,13,13,10,13,17,14,13,11,8
13402,20220318153,1,1,4,1,17,13,14,9,13,13,10,13,10
13403,20220318152,1,4,4,3,15,14,11,13,15,12,13,9,7
13404,20220318151,2,4,4,2,12,11,11,10,18,14,14,10,13
13405,20220318150,1,1,1,1,16,11,15,6,14,13,11,12,2
13406,20220318149,1,1,4,2,14,13,11,12,16,13,13,10,9
13407,20220318148,1,4,4,2,13,11,12,9,17,14,13,11,10
13408,20220318147,2,4,4,2,12,10,12,8,18,15,13,12,10
13409,20220318146,1,4,4,1,16,12,14,8,14,14,10,14,10
13410,20220318145,2,2,4,2,13,12,11,11,17,13,14,9,7
13411,20220318144,2,4,4,2,14,10,14,6,16,13,13,10,3
13412,20220318143,4,4,4,1,17,12,15,7,13,11,12,9,1
13413,20220318142,2,4,4,1,17,15,12,13,13,11,12,9,7
13414,20220318141,1,1,4,1,18,16,12,14,12,11,11,10,9
13415,20220318140,1,4,4,1,17,16,11,15,13,11,12,9,7
13416,20220318139,2,2,4,2,11,11,10,11,19,13,16,7,5
13417,20220318138,2,4,4,2,13,10,13,7,17,16,11,15,10
13418,20220318137,4,4,4,1,17,12,15,7,13,12,11,11,2
13419,20220318136,1,4,4,1,17,16,11,15,13,12,11,11,8
13420,20220318135,2,4,4,2,14,13,11,12,16,12,14,8,7
13421,20220318134,1,4,4,3,15,11,14,7,15,12,13,9,1
13422,20220318133,2,2,4,2,13,12,11,11,17,14,13,11,11
13423,20220318132,2,4,4,3,15,11,14,7,15,13,12,11,2
13424,20220318131,1,1,4,1,16,12,14,8,14,11,13,8,4
13425,20220318130,1,4,4,3,15,15,10,15,15,14,11,13,8
13426,20220318129,2,4,4,2,12,11,11,10,18,14,14,10,13
13427,20220318128,1,1,4,1,18,11,17,4,12,11,11,10,3
13428,20220318127,1,4,4,3,15,14,11,13,15,11,14,7,7
13429,20220318126,2,4,4,2,13,12,11,11,17,14,13,11,11
13430,20220318125,1,4,4,1,16,11,15,6,14,12,12,10,3
13431,20220318124,2,4,4,2,14,12,12,10,16,12,14,8,6
13432,20220318123,1,4,4,1,16,12,14,8,14,12,12,10,3
13433,20220318122,2,4,4,3,15,13,12,11,15,12,13,9,7
13434,20220318121,1,4,4,1,17,13,14,9,13,11,12,9,4
13435,20220318120,2,4,4,3,15,15,10,15,15,13,12,11,8
13436,20220318119,1,1,4,1,16,14,12,12,14,13,11,12,11
13437,20220318118,1,4,4,2,14,11,13,8,16,11,15,6,4
13438,20220318117,2,4,4,2,12,12,10,12,18,16,12,14,11
13439,20220318116,1,4,4,2,14,11,13,8,16,15,11,14,10
13440,20220318115,4,4,4,2,13,11,12,9,17,14,13,11,10
13441,20220318114,2,4,4,2,13,12,11,11,17,16,11,15,11
13442,20220318113,4,4,4,1,16,11,15,6,14,12,12,10,3
13443,20220318112,1,4,4,1,16,15,11,14,14,13,11,12,8
13444,20220318111,2,4,4,2,14,13,11,12,16,13,13,10,9
13445,20220318110,4,4,4,1,16,13,13,10,14,13,11,12,12
13446,20220318109,1,4,4,1,16,13,13,10,14,11,13,8,6
13447,20220318108,2,4,4,3,15,13,12,11,15,12,13,9,7
13448,20220318107,1,4,4,1,18,14,14,10,12,11,11,10,13
13449,20220318106,2,4,4,3,15,13,12,11,15,10,15,5,5
13450,20220318105,1,4,4,1,16,12,14,8,14,11,13,8,4
13451,20220318104,2,2,4,2,13,12,11,11,17,13,14,9,7
13452,20220318103,2,4,4,2,14,10,14,6,16,13,13,10,3
13453,20220318102,1,1,4,1,16,11,15,6,14,11,13,8,1
13454,20220318101,1,4,4,3,15,13,12,11,15,12,13,9,7
13455,20220318100,2,4,4,2,14,11,13,8,16,12,14,8,4
13456,20220318099,1,4,4,1,17,13,14,9,13,12,11,11,10
13457,20220318098,2,4,4,2,14,12,12,10,16,11,15,6,6
13458,20220318097,4,4,4,1,16,12,14,8,14,12,12,10,3
13459,20220318096,1,1,4,1,16,13,13,10,14,11,13,8,6
13460,20220318095,1,4,4,3,15,12,13,9,15,11,14,7,4
13461,20220318094,2,2,4,2,14,13,11,12,16,14,12,12,11
13462,20220318093,2,4,4,3,15,11,14,7,15,12,13,9,1
13463,20220318092,1,4,4,1,16,13,13,10,14,12,12,10,13
13464,20220318091,4,4,4,2,14,13,11,12,16,13,13,10,9
13465,20220318090,1,4,4,2,14,11,13,8,16,13,13,10,3
13466,20220318089,2,4,4,2,13,11,12,9,17,14,13,11,10
13467,20220318088,4,4,4,3,15,11,14,7,15,13,12,11,2
13468,20220318087,1,4,4,3,15,12,13,9,15,12,13,9,4
13469,20220318086,4,4,4,2,12,11,11,10,18,14,14,10,13
13470,20220318085,2,4,4,2,12,11,11,10,18,17,11,16,12
13471,20220318084,1,4,4,3,15,11,14,7,15,14,11,13,10
13472,20220318083,2,4,4,2,13,12,11,11,17,14,13,11,11
13473,20220318082,4,4,4,3,15,12,13,9,15,14,11,13,10
13474,20220318081,2,4,4,3,15,11,14,7,15,11,14,7,4
13475,20220318080,1,1,4,1,16,12,14,8,14,11,13,8,4
13476,20220318079,1,4,4,3,15,12,13,9,15,11,14,7,4
13477,20220318078,4,4,4,2,14,11,13,8,16,12,14,8,4
13478,20220318077,2,4,4,2,14,11,13,8,16,13,13,10,3
13479,20220318076,4,4,4,1,16,11,15,6,14,11,13,8,1
13480,20220318075,4,4,4,1,16,13,13,10,14,11,13,8,6
13481,20220318074,1,4,4,1,16,14,12,12,14,12,12,10,9
13482,20220318073,2,4,4,2,14,12,12,10,16,12,14,8,6
13483,20220318072,4,4,4,3,15,12,13,9,15,13,12,11,10
13484,20220318071,2,4,4,3,15,13,12,11,15,13,12,11,11
13485,20220318070,1,4,4,1,16,12,14,8,14,11,13,8,4
13486,20220318069,4,4,4,3,15,13,12,11,15,12,13,9,7
13487,20220318068,2,4,4,3,15,13,12,11,15,13,12,11,11
13488,20220318067,1,4,4,1,16,13,13,10,14,12,12,10,13
13489,20220318066,2,4,4,2,14,12,12,10,16,12,14,8,6
13490,20220318065,1,1,4,3,15,13,12,11,15,14,11,13,11
13491,20220318064,1,4,4,2,14,13,11,12,16,14,12,12,11
13492,20220318063,2,2,2,2,13,11,12,9,17,14,13,11,10
13493,20220318062,2,2,4,3,15,11,14,7,15,13,12,11,2
13494,20220318061,2,4,4,1,16,13,13,10,14,12,12,10,13
13495,20220318060,1,1,1,1,19,15,14,11,11,10,11,9,7
13496,20220318059,1,1,4,1,16,15,11,14,14,10,14,6,7
13497,20220318058,1,4,4,3,15,12,13,9,15,11,14,7,4
13498,20220318057,4,4,4,2,13,12,11,11,17,14,13,11,11
13499,20220318056,2,4,4,2,13,11,12,9,17,15,12,13,10
